,street_number,street_name,neighborhood,city,postal_code,lon,lat,HUNDRED_BLOCK,count,address
4290,9190,King George Boulevard,Surrey,Greater Vancouver,V3V 7J2,-122.8455293,49.1700338,13600 92ND AVE,11,13600 92ND AVE Surrey
4291,13665,96 Avenue,Surrey,Greater Vancouver,V3V 7S6,-122.844196,49.1770514,136A ST / 96TH AVE,11,136A ST / 96TH AVE Surrey
4292,13794,116 Avenue,Surrey,Greater Vancouver,V3R 2T1,-122.840188,49.2133816,13700 116TH AVE,11,13700 116TH AVE Surrey
4293,"13771-13833,13772-13832",Laurel Drive,Whalley,Surrey,V3T 4K1,-122.8407184,49.1792592,137B ST / 97A AVE,11,137B ST / 97A AVE Surrey
4294,13794,116 Avenue,Surrey,Greater Vancouver,V3R 2T1,-122.8397914,49.2134025,13800 116TH AVE,11,13800 116TH AVE Surrey
4295,13799,62 Avenue,South Newton,Surrey,V3X 2J6,-122.8399041,49.1154663,13800 62ND AVE,11,13800 62ND AVE Surrey
4296,13890,Crescent Road,Surrey,Greater Vancouver,V4P 1K8,-122.8372593,49.0659786,13900 35A AVE,11,13900 35A AVE Surrey
4297,96 Ave FS 139 St,Surrey,Greater Vancouver,British Columbia,Canada,-122.8376927,49.1770699,139TH ST / 96TH AVE,11,139TH ST / 96TH AVE Surrey
4298,16041,14 Avenue,Surrey,Greater Vancouver,V4A 1G9,-122.7778003,49.0274507,1400 160A ST,11,1400 160A ST Surrey
4299,140 St FS 100 Ave,Whalley,Surrey,Greater Vancouver,V3T 4M5,-122.8342102,49.1841764,14000 100TH AVE,11,14000 100TH AVE Surrey
4300,14014,106 Avenue,Whalley,Surrey,V3T 2C7,-122.8336864,49.1950148,14000 106TH AVE,11,14000 106TH AVE Surrey
4301,13982,110 Avenue,Surrey,Greater Vancouver,V3R 1Z1,-122.8343274,49.2024978,14000 110TH AVE,11,14000 110TH AVE Surrey
4302,14016,24 Avenue,Surrey,Greater Vancouver,V4A 2H3,-122.8344014,49.0457254,14000 24TH AVE,11,14000 24TH AVE Surrey
4303,14012,78 Avenue,Newton,Surrey,V3W 2Y1,-122.8341099,49.144365,14000 78TH AVE,11,14000 78TH AVE Surrey
4304,11055,140A Street,Surrey,Greater Vancouver,V3R 3H2,-122.8337751,49.2035167,14000 ANTRIM RD,11,14000 ANTRIM RD Surrey
4305,7838,140 Street,Newton,Surrey,V3W 5K4,-122.834547,49.145452,140TH ST / 78A AVE,11,140TH ST / 78A AVE Surrey
4306,7805,140 Street,Newton,Surrey,V3W 5K4,-122.834541,49.144554,140TH ST / 78TH AVE,11,140TH ST / 78TH AVE Surrey
4307,14096,83 Avenue,Newton,Surrey,V3W 0V5,-122.8317086,49.1538723,14100 83RD AVE,11,14100 83RD AVE Surrey
4308,14164,Gladstone Drive,Surrey,Greater Vancouver,V3R 5R7,-122.8288929,49.2076143,14100 GLADSTONE DR,11,14100 GLADSTONE DR Surrey
4309,62,142 Street,South Newton,Surrey,V3X 0B6,-122.828807,49.1169799,14200 62B AVE,11,14200 62B AVE Surrey
4310,64 Ave FS 142 St,South Newton,Surrey,Greater Vancouver,Canada,-122.8288029,49.11907,14200 64TH AVE,11,14200 64TH AVE Surrey
4311,6432,142 Street,Newton,Surrey,V3W 0W4,-122.8288709,49.1562664,14200 84A AVE,11,14200 84A AVE Surrey
4312,14177,85B Avenue,Newton,Surrey,V3W 0S3,-122.8300912,49.1590376,14200 85B AVE,11,14200 85B AVE Surrey
4313,14302,26 Avenue,Surrey,Greater Vancouver,V4P 2G7,-122.8260788,49.0490252,14300 26TH AVE,11,14300 26TH AVE Surrey
4314,14324,69A Avenue,Newton,Surrey,V3W 0E2,-122.826059,49.129135,14300 69A AVE,11,14300 69A AVE Surrey
4315,8946,143 Street,Surrey,Greater Vancouver,V3V 7T2,-122.826434,49.165463,14300 89A AVE,11,14300 89A AVE Surrey
4316,14418,81A Avenue,Newton,Surrey,V3S 8J2,-122.8229073,49.1507095,14400 81A AVE,11,14400 81A AVE Surrey
4317,61-7250,144 Street,Newton,Surrey,V3W 1L7,-122.8232615,49.1346675,144TH ST / 72A AVE,11,144TH ST / 72A AVE Surrey
4318,7771,144 Street,Newton,Surrey,V3W 5S9,-122.8234145,49.1443678,144TH ST / 78TH AVE,11,144TH ST / 78TH AVE Surrey
4319,14498,104A Avenue,Guildford,Surrey,V3R 1R3,-122.8203856,49.1924821,14500 104A AVE,11,14500 104A AVE Surrey
4320,6137,145 Street,South Newton,Surrey,V3X 1A3,-122.8206854,49.1142678,14500 61A AVE,11,14500 61A AVE Surrey
4321,14499,78 Avenue,Newton,Surrey,V3S 9C5,-122.8208421,49.1440386,14500 78TH AVE,11,14500 78TH AVE Surrey
4322,14498,92 Avenue,Surrey,Greater Vancouver,V3R 7L2,-122.8205768,49.1699301,14500 92ND AVE,11,14500 92ND AVE Surrey
4323,14615,16 Avenue,Surrey,Greater Vancouver,V4A 1R4,-122.8174569,49.0311682,14600 16TH AVE,11,14600 16TH AVE Surrey
4324,14656,59 Avenue,South Newton,Surrey,V3S 0V7,-122.8166826,49.1103074,14600 59TH AVE,11,14600 59TH AVE Surrey
4325,6196,146 Street,South Newton,Surrey,V3S 3A2,-122.817751,49.1154471,14600 62ND AVE,11,14600 62ND AVE Surrey
4326,14605,Wellington Drive,Guildford,Surrey,V3R 0A4,-122.8169728,49.2114971,14600 WELLINGTON DR,11,14600 WELLINGTON DR Surrey
4327,72 Ave FS 146 St,East Newton South,Surrey,Greater Vancouver,V3S,-122.8178655,49.1337303,146TH ST / 72ND AVE,11,146TH ST / 72ND AVE Surrey
4328,14700,110 Avenue,Guildford,Surrey,V3R 2A8,-122.8150761,49.2022274,14700 110TH AVE,11,14700 110TH AVE Surrey
4329,14708,31A Avenue,Surrey,Greater Vancouver,V4P 3E8,-122.8135755,49.0590451,14700 31A AVE,11,14700 31A AVE Surrey
4330,14696,Wellington Drive,Guildford,Surrey,V3R 5V2,-122.8152405,49.2096825,14700 WELLINGTON DR,11,14700 WELLINGTON DR Surrey
4331,2820,Semiahmoo Trail,Surrey,Greater Vancouver,V4P 1H3,-122.8122272,49.052925,14800 28TH AVE,11,14800 28TH AVE Surrey
4332,18217,56 Avenue,Cloverdale,Surrey,V3S 1E6,-122.716997,49.104553,14800 56A AVE,11,14800 56A AVE Surrey
4333,5890,148 Street,South Newton,Surrey,V3S 3B8,-122.8122107,49.109799,14800 59TH AVE,11,14800 59TH AVE Surrey
4334,7286,148 Street,Newton,Surrey,V3S 3E6,-122.8121016,49.1353669,14800 73RD AVE,11,14800 73RD AVE Surrey
4335,12788,76 Avenue,Newton,Surrey,V3W 2T8,-122.8680184,49.1419575,14800 76A AVE,11,14800 76A AVE Surrey
4336,Surrey,Greater Vancouver,British Columbia,Canada,V4N 4X5,-122.698608,49.173379,14800 94TH AVE,11,14800 94TH AVE Surrey
4337,148 St FS 90 Ave,Surrey,Greater Vancouver,British Columbia,V3R 3W7,-122.81234,49.166475,148TH ST / 90TH AVE,11,148TH ST / 90TH AVE Surrey
4338,14908,76 Avenue,Newton,Surrey,V3S 2H2,-122.8098347,49.1407807,14900 76TH AVE,11,14900 76TH AVE Surrey
4339,8169,149 Street,Newton,Surrey,V3S 8N3,-122.8087758,49.1511787,14900 81B AVE,11,14900 81B AVE Surrey
4340,14896,84 Avenue,Newton,Surrey,V3S 2M6,-122.8099883,49.1553439,14900 84TH AVE,11,14900 84TH AVE Surrey
4341,Fun Fun Park,1472,128th Street,Surrey,V4A 3X6,-122.8664426,49.0294975,1500 128TH ST,11,1500 128TH ST Surrey
4342,15015,69 Avenue,East Newton South,Surrey,V3S 0X1,-122.8065779,49.1282986,15000 69TH AVE,11,15000 69TH AVE Surrey
4343,15006,94A Avenue,Surrey,Greater Vancouver,V3R 7R1,-122.8064098,49.1740814,15000 94A AVE,11,15000 94A AVE Surrey
4344,14998,Bluebird Crescent,Guildford,Surrey,V3R 4T9,-122.8061914,49.2001556,15000 BLUEBIRD CRES,11,15000 BLUEBIRD CRES Surrey
4345,14998,72 Avenue,East Newton South,Surrey,V3S 2G1,-122.8066544,49.1337243,150TH ST / 72ND AVE,11,150TH ST / 72ND AVE Surrey
4346,15098,69 Avenue,East Newton South,Surrey,V3S 0W6,-122.8045891,49.1282755,15100 69TH AVE,11,15100 69TH AVE Surrey
4347,9644,151 Street,Surrey,Greater Vancouver,V3R 9Z2,-122.8040252,49.1771149,15100 96A AVE,11,15100 96A AVE Surrey
4348,15106,84 Avenue,Newton,Surrey,V3S 2M9,-122.8041194,49.1555353,151ST ST / 84TH AVE,11,151ST ST / 84TH AVE Surrey
4349,837,152A Street,Surrey,Greater Vancouver,V3S 8M8,-122.8000772,49.1543629,15200 83B AVE,11,15200 83B AVE Surrey
4350,15308,112 Avenue,Surrey,Greater Vancouver,V3R 8Y8,-122.7979912,49.2058389,15300 112TH AVE,11,15300 112TH AVE Surrey
4351,2093,153 Street,Surrey,Greater Vancouver,V4A 8M8,-122.7984463,49.0401399,15300 20A AVE,11,15300 20A AVE Surrey
4352,42,31st Avenue,Rosemary Heights Business Park,Surrey,V3S 2J8,-122.7935125,49.0582782,15300 31ST AVE,11,15300 31ST AVE Surrey
4353,15295,87A Avenue,Surrey,Greater Vancouver,V3S 5E8,-122.798618,49.161997,15300 87A AVE,11,15300 87A AVE Surrey
4354,15402,110 Avenue,Surrey,Greater Vancouver,V3R 0X1,-122.7951055,49.2022407,15400 110TH AVE,11,15400 110TH AVE Surrey
4355,15402,85A Avenue,Surrey,Greater Vancouver,V3S 5N7,-122.7956202,49.1580826,15400 85A AVE,11,15400 85A AVE Surrey
4356,15430,93A Avenue,Surrey,Greater Vancouver,V3R 9P8,-122.7949507,49.172471,15400 93A AVE,11,15400 93A AVE Surrey
4357,15434,154 Street,Surrey,Greater Vancouver,V4A 5N3,-122.795425,49.0409234,15400 MADRONA DR,11,15400 MADRONA DR Surrey
4358,15409,Fraser Highway,Surrey,Greater Vancouver,V3R 3P3,-122.7953538,49.1637253,154TH ST / FRASER HWY,11,154TH ST / FRASER HWY Surrey
4359,15508,104 Avenue,Guildford,Surrey,V3R 1N8,-122.7929262,49.1912369,15500 104A AVE,11,15500 104A AVE Surrey
4360,15494,18 Avenue,Surrey,Greater Vancouver,V4A 1X2,-122.7929092,49.0345261,15500 18TH AVE,11,15500 18TH AVE Surrey
4361,15499,37B Avenue,Rosemary Heights Central,Surrey,V3S 0V4,-122.7927408,49.0708232,15500 37B AVE,11,15500 37B AVE Surrey
4362,14192,89B Avenue,Surrey,Greater Vancouver,V3V 7Y7,-122.8296057,49.1660322,15500 89B AVE,11,15500 89B AVE Surrey
4363,15610,18A Avenue,Surrey,Greater Vancouver,V4A 5C4,-122.7899544,49.035324,15600 18A AVE,11,15600 18A AVE Surrey
4364,156 St FS 96 Ave,Surrey,Greater Vancouver,British Columbia,V3R 5Z2,-122.790046,49.1768423,15600 96TH AVE,11,15600 96TH AVE Surrey
4365,156 St FS 92 Ave,Surrey,Greater Vancouver,British Columbia,V3R,-122.790073,49.170129,156TH ST / 92ND AVE,11,156TH ST / 92ND AVE Surrey
4366,15725,106 Avenue,Surrey,Greater Vancouver,V4N 1K5,-122.78619,49.195242,15700 106TH AVE,11,15700 106TH AVE Surrey
4367,10941,157 Street,Surrey,Greater Vancouver,V4N 4T6,-122.7869377,49.2013529,15700 109A AVE,11,15700 109A AVE Surrey
4368,8994,157 Street,Surrey,Greater Vancouver,V4N 2Y5,-122.787247,49.166467,15700 90TH AVE,11,15700 90TH AVE Surrey
4369,15704,Tulip Drive,Surrey,Greater Vancouver,V4A 1Y1,-122.7871722,49.0351136,15700 TULIP DR,11,15700 TULIP DR Surrey
4370,100 Ave FS 158 St,Surrey,Greater Vancouver,British Columbia,V4N,-122.784188,49.184366,15800 100TH AVE,11,15800 100TH AVE Surrey
4371,9345,158 Street,Surrey,Greater Vancouver,V4N 3C2,-122.7845409,49.1726947,15800 93A AVE,11,15800 93A AVE Surrey
4372,15771,96 Avenue,Surrey,Greater Vancouver,V4N 2T1,-122.784582,49.176843,15800 96TH AVE,11,15800 96TH AVE Surrey
4373,15906,101A Avenue,Surrey,Greater Vancouver,V4N 2N6,-122.781465,49.187066,15900 101A AVE,11,15900 101A AVE Surrey
4374,15892,111 Avenue,Surrey,Greater Vancouver,V4N 1H7,-122.781565,49.204255,15900 111TH AVE,11,15900 111TH AVE Surrey
4375,1592,88A Avenue,Surrey,Greater Vancouver,V4N 2X9,-122.7817092,49.1635419,15900 88A AVE,11,15900 88A AVE Surrey
4376,15871,Alder Place,Surrey,Greater Vancouver,V4A 5J1,-122.78122,49.0316889,15900 ALDER PL,11,15900 ALDER PL Surrey
4377,15915,84 Avenue,Surrey,Greater Vancouver,V4N 0W7,-122.7812023,49.1555087,159TH ST / 84TH AVE,11,159TH ST / 84TH AVE Surrey
4378,16189,16 Avenue,Surrey,Greater Vancouver,V4A 1S6,-122.773749,49.0311623,1600 162ND ST,11,1600 162ND ST Surrey
4379,16512,77A Avenue,Surrey,Greater Vancouver,V4N 0L4,-122.7638343,49.1434709,16000 77A AVE,11,16000 77A AVE Surrey
4380,15988,26 Avenue,Morgan Heights,Surrey,V3S 0B7,-122.7792991,49.0492238,160TH ST / 26TH AVE,11,160TH ST / 26TH AVE Surrey
4381,15991,80 Avenue,Surrey,Greater Vancouver,V4N 0V2,-122.778851,49.1482613,160TH ST / 80TH AVE,11,160TH ST / 80TH AVE Surrey
4382,16090,24 Avenue,Surrey,Greater Vancouver,V3S 9N6,-122.7764825,49.0452245,16100 24TH AVE,11,16100 24TH AVE Surrey
4383,16118,28 Avenue,Morgan Heights,Surrey,V3S 3W1,-122.7764008,49.0527972,16100 28TH AVE,11,16100 28TH AVE Surrey
4384,16208,112 Avenue,Surrey,Greater Vancouver,V4N 4P6,-122.7730504,49.2059302,16200 112TH AVE,11,16200 112TH AVE Surrey
4385,16212,92 Avenue,Surrey,Greater Vancouver,V4N 3C4,-122.773188,49.170104,16200 92ND AVE,11,16200 92ND AVE Surrey
4386,16306,60A Avenue,Cloverdale,Surrey,V3S 6X7,-122.7711095,49.1121622,16300 60A AVE,11,16300 60A AVE Surrey
4387,16302,88 Avenue,Surrey,Greater Vancouver,V4N 1B6,-122.7703704,49.1626189,16300 88TH AVE,11,16300 88TH AVE Surrey
4388,16316,Middleglen Close,Surrey,Greater Vancouver,V4N 1X3,-122.7700816,49.1949895,16300 MIDDLEGLEN CLS,11,16300 MIDDLEGLEN CLS Surrey
4389,5945,164 Street,West Cloverdale South,Surrey,V3S 6M6,-122.7676915,49.1104271,16400 59A AVE,11,16400 59A AVE Surrey
4390,16470,62A Avenue,Cloverdale,Surrey,V3S 9L5,-122.7654988,49.115685,16400 62A AVE,11,16400 62A AVE Surrey
4391,24 Ave FS 164 St,Surrey,Greater Vancouver,British Columbia,V3S,-122.7681547,49.0456431,164TH ST / 24TH AVE,11,164TH ST / 24TH AVE Surrey
4392,88 Ave FS 164 St,Surrey,Greater Vancouver,British Columbia,V4N 1A1,-122.767744,49.1628222,164TH ST / 88TH AVE,11,164TH ST / 88TH AVE Surrey
4393,10921,165B Street,Surrey,Greater Vancouver,V4N 5B7,-122.7637314,49.2017868,16500 109A AVE,11,16500 109A AVE Surrey
4394,16510,16 Avenue,Surrey,Greater Vancouver,V3S 9X7,-122.7653922,49.0308505,16500 16TH AVE,11,16500 16TH AVE Surrey
4395,16616,16 Avenue,Surrey,Greater Vancouver,V3S 9X7,-122.7630346,49.030742,16600 16TH AVE,11,16600 16TH AVE Surrey
4396,16588,20 Avenue,Surrey,Greater Vancouver,V3S 9M9,-122.7624406,49.0379903,16600 20TH AVE,11,16600 20TH AVE Surrey
4397,16621,62A Avenue,Cloverdale,Surrey,V3S 9L5,-122.7626243,49.1156946,16600 62A AVE,11,16600 62A AVE Surrey
4398,6355,166 Street,Cloverdale,Surrey,V3S 0W2,-122.7624709,49.1178424,16600 63B AVE,11,16600 63B AVE Surrey
4399,16612,63 Avenue,Cloverdale,Surrey,V3S 9L6,-122.7626224,49.1165111,16600 63RD AVE,11,16600 63RD AVE Surrey
4400,16685,108 Avenue,Surrey,Greater Vancouver,V4N 1N5,-122.7596429,49.1993846,16700 108A AVE,11,16700 108A AVE Surrey
4401,1610,24 Avenue,Surrey,Greater Vancouver,V3S 0B8,-122.7597716,49.0456423,16700 24TH AVE,11,16700 24TH AVE Surrey
4402,8638,167 Street,Surrey,Greater Vancouver,V4N 5B1,-122.7593326,49.1597975,16700 86A AVE,11,16700 86A AVE Surrey
4403,16712,92A Avenue,Surrey,Greater Vancouver,V4N 0C7,-122.7597131,49.1704172,16700 92A AVE,11,16700 92A AVE Surrey
4404,16668,Edgewood Drive,Surrey,Greater Vancouver,V3S 9X9,-122.7604172,49.0416177,16700 EDGEWOOD DR,11,16700 EDGEWOOD DR Surrey
4405,6330,168 Street,Cloverdale,Surrey,V3S 3Y1,-122.756499,49.1164469,168TH ST / 63RD AVE,11,168TH ST / 63RD AVE Surrey
4406,1702,156A Street,Surrey,Greater Vancouver,V4A 4W1,-122.7883423,49.0328398,1700 156A ST,11,1700 156A ST Surrey
4407,1700,156 Street,Surrey,Greater Vancouver,V4A 4T1,-122.7899659,49.0330108,1700 156TH ST,11,1700 156TH ST Surrey
4408,15260,62 Avenue,Surrey,Greater Vancouver,V3S 5X2,-122.7991086,49.1148648,17200 62ND AVE,11,17200 62ND AVE Surrey
4409,17302,1A Avenue,Douglas,Surrey,V3S 9P9,-122.743722,49.0046132,17300 1A AVE,11,17300 1A AVE Surrey
4410,17535,55B Avenue,Surrey,Greater Vancouver,V3S 5V2,-122.7371193,49.1031588,17500 55B AVE,11,17500 55B AVE Surrey
4411,17688,66 Avenue,Cloverdale,Surrey,V3S 7X1,-122.7332815,49.1220954,17600 66TH AVE,11,17600 66TH AVE Surrey
4412,10025,143 Street,Whalley,Surrey,V3T 4S7,-122.8260779,49.1849028,17700 100A AVE,11,17700 100A AVE Surrey
4413,17768,100 Avenue,Surrey,Greater Vancouver,V4N 5H1,-122.7304862,49.1841001,17700 100TH AVE,11,17700 100TH AVE Surrey
4414,17870,102 Avenue,Surrey,Greater Vancouver,V4N 5V8,-122.7322303,49.1883828,17700 102ND AVE,11,17700 102ND AVE Surrey
4415,10098,Daly Road,Cincinnati,Springfield Township,2442,-84.5276439,39.253163,17700 DALY RD,11,17700 DALY RD Surrey
4416,10375,176 Street,Surrey,Greater Vancouver,V4N 4H5,-122.73353,49.1914655,17800 104TH AVE,11,17800 104TH AVE Surrey
4417,17804,57 Avenue,Cloverdale,Surrey,V3S 1H3,-122.7289602,49.105521,17800 57TH AVE,11,17800 57TH AVE Surrey
4418,1894,165A Street,Surrey,Greater Vancouver,V3S 9N3,-122.7643112,49.0368543,1800 165A ST,11,1800 165A ST Surrey
4419,5720,182 Street,Cloverdale,Surrey,V3S 4M6,-122.7181974,49.1063493,18200 57A AVE,11,18200 57A AVE Surrey
4420,5923,182 Street,Cloverdale,Surrey,V3S 4M8,-122.7182018,49.1101832,18200 59A AVE,11,18200 59A AVE Surrey
4421,18498,58A Avenue,Surrey,Greater Vancouver,V3S 1N8,-122.7097105,49.1085233,18500 58A AVE,11,18500 58A AVE Surrey
4422,18510,64A Avenue,North Cloverdale East,Surrey,V3S 8S8,-122.7091076,49.1195401,18500 64A AVE,11,18500 64A AVE Surrey
4423,1846,67 Avenue,North Cloverdale East,Surrey,V3S 9A8,-122.7108118,49.1245266,18500 67TH AVE,11,18500 67TH AVE Surrey
4424,18960,34A Avenue,Campbell Heights,Surrey,V3Z 1A7,-122.6988349,49.0640629,18900 34A AVE,11,18900 34A AVE Surrey
4425,18911,54 Avenue,Surrey,Greater Vancouver,V3S 6R4,-122.698345,49.100661,18900 54TH AVE,11,18900 54TH AVE Surrey
4426,18908,72 Avenue,East Clayton,Surrey,V4N 5M8,-122.6987191,49.1335539,18900 72ND AVE,11,18900 72ND AVE Surrey
4427,1922,127 Street,Surrey,Greater Vancouver,V4A 5W3,-122.8700601,49.0371298,1900 127TH ST,11,1900 127TH ST Surrey
4428,1908,Ocean Wind Drive,Surrey,Greater Vancouver,V4A 9P2,-122.8755887,49.0370485,1900 OCEAN WIND DR,11,1900 OCEAN WIND DR Surrey
4429,1910,Southmere Crescent East,Surrey,Greater Vancouver,V4A 6Z1,-122.805058,49.0366696,1900 SOUTHMERE CRES E,11,1900 SOUTHMERE CRES E Surrey
4430,19004,56 Avenue,Surrey,Greater Vancouver,V3S 4N7,-122.6967603,49.1040779,19000 56TH AVE,11,19000 56TH AVE Surrey
4431,15098,70 Avenue,East Newton South,Surrey,V3S 2H9,-122.8040052,49.1298616,19000 70TH AVE,11,19000 70TH AVE Surrey
4432,19102,68 Avenue,East Clayton,Surrey,V4N 6A5,-122.6937409,49.126184,19100 68TH AVE,11,19100 68TH AVE Surrey
4433,19114,95A Avenue,Surrey,Greater Vancouver,V4N 3R7,-122.6934974,49.1757295,19100 95A AVE,11,19100 95A AVE Surrey
4434,19189,40 Avenue,Campbell Heights,Surrey,V3S 0L5,-122.6916803,49.0747615,192ND ST / 40TH AVE,11,192ND ST / 40TH AVE Surrey
4435,14,65 Avenue,East Clayton,Surrey,V4N 0A2,-122.6909078,49.1221574,192ND ST / 65TH AVE,11,192ND ST / 65TH AVE Surrey
4436,19218,Colebrook Road,Surrey,Greater Vancouver,V3S 0L5,-122.6909555,49.0922496,192ND ST / LANGLEY BPS,11,192ND ST / LANGLEY BPS Surrey
4437,19238,54 Avenue,Surrey,Greater Vancouver,V3S 8E5,-122.6864813,49.1005675,19300 54TH AVE,11,19300 54TH AVE Surrey
4438,12732,70A Avenue,Newton,Surrey,V3W 0V4,-122.8699623,49.1304466,19400 70A AVE,11,19400 70A AVE Surrey
4439,19456,70 Avenue,East Clayton,Surrey,V4N 5Y6,-122.6838477,49.1300094,194A ST / 70TH AVE,11,194A ST / 70TH AVE Surrey
4440,35,194 Street,East Clayton,Surrey,V4N 5S2,-122.685336,49.122001,194TH ST / 65TH AVE,11,194TH ST / 65TH AVE Surrey
4441,6491,194 Street,East Clayton,Surrey,V4N 6J9,-122.6853499,49.1212316,194TH ST / 68TH AVE,11,194TH ST / 68TH AVE Surrey
4442,19518,32 Avenue,Campbell Heights,Surrey,V3S 0L5,-122.6836901,49.0596748,19500 32ND AVE,11,19500 32ND AVE Surrey
4443,6329,195 Street,Surrey,Greater Vancouver,V3S 7L8,-122.6830416,49.1178905,19500 63A AVE,11,19500 63A AVE Surrey
4444,96 Ave FS 195 St,Surrey,Greater Vancouver,British Columbia,V4N,-122.6823502,49.1769957,195TH ST / 96TH AVE,11,195TH ST / 96TH AVE Surrey
4445,2100,156 Street,Surrey,Greater Vancouver,V4A 4V1,-122.7898645,49.0400881,2100 156TH ST,11,2100 156TH ST Surrey
4446,15332,22 Avenue,Surrey,Greater Vancouver,V4A 5Y8,-122.7971732,49.0420186,2200 153A ST,11,2200 153A ST Surrey
4447,2313,150B Street,Surrey,Greater Vancouver,V4A 8P5,-122.8047248,49.0440013,2300 150B ST,11,2300 150B ST Surrey
4448,2300,156 Street,Surrey,Greater Vancouver,V4A 4V4,-122.7900748,49.0438495,2300 156TH ST,11,2300 156TH ST Surrey
4449,2279,Christopherson Road,Surrey,Greater Vancouver,V4A 3L2,-122.8826953,49.0439127,2300 CHRISTOPHERSON RD,11,2300 CHRISTOPHERSON RD Surrey
4450,13966,26 Avenue,Surrey,Greater Vancouver,V4P 2L9,-122.8359144,49.049354,2600 139A ST,11,2600 139A ST Surrey
4451,Northbound 192 St @ 26 Ave,Campbell Heights,Surrey,Greater Vancouver,V3S,-122.6914835,49.0496155,2600 192ND ST,11,2600 192ND ST Surrey
4452,2770,161 Street,Morgan Heights,Surrey,V3S 3W1,-122.7764042,49.0518827,2700 161ST ST,11,2700 161ST ST Surrey
4453,2713,King George Boulevard,Surrey,Greater Vancouver,V4P 1H7,-122.8000018,49.0507964,2700 KING GEORGE BLVD,11,2700 KING GEORGE BLVD Surrey
4454,2798,161 Street,Morgan Heights,Surrey,V3S 3W1,-122.7762182,49.0525481,2800 161ST ST,11,2800 161ST ST Surrey
4455,2804,McBride Avenue,Crescent Beach,Surrey,V4A 3G2,-122.8841909,49.053439,2800 MCBRIDE AVE,11,2800 MCBRIDE AVE Surrey
4456,2900,Croydon Drive,Rosemary Heights Business Park,Surrey,V3S 0C5,-122.7949947,49.0545677,2900 CROYDON DR,11,2900 CROYDON DR Surrey
4457,17516,4 Avenue,Surrey,Greater Vancouver,V3S 0S1,-122.7370452,49.0073783,300 175A ST,11,300 175A ST Surrey
4458,2974,192 Street,Campbell Heights,Surrey,V3S 9V2,-122.6906621,49.056589,3000 192ND ST,11,3000 192ND ST Surrey
4459,3002,O'Hara Lane,Crescent Beach,Surrey,V4A 3E6,-122.8861557,49.0567142,3000 OHARA LANE,11,3000 OHARA LANE Surrey
4460,515A,154 Street,Rosemary Heights Central,Surrey,V3S 0K7,-122.79736,49.060674,32ND AVE / 154TH ST,11,32ND AVE / 154TH ST Surrey
4461,14999,35 Avenue,Rosemary Heights West,Surrey,V3S 0T4,-122.806806,49.065846,3500 150TH ST,11,3500 150TH ST Surrey
4462,152 St FS 36 Ave,Rosemary Heights Central,Surrey,Greater Vancouver,V3S,-122.8011338,49.0673537,36TH AVE / 152ND ST,11,36TH AVE / 152ND ST Surrey
4463,3715,155 Street,Rosemary Heights Central,Surrey,V3S 0H1,-122.7937997,49.0696528,3700 154A ST,11,3700 154A ST Surrey
4464,3740,Nico Wynd Drive,Surrey,Greater Vancouver,V4P 1J3,-122.8309713,49.0688076,3700 NICO WYND DR,11,3700 NICO WYND DR Surrey
4465,4396,176 Street,Surrey,Greater Vancouver,V3S 0L5,-122.7346871,49.0819663,4400 176TH ST,11,4400 176TH ST Surrey
4466,5804,188A Street,Surrey,Greater Vancouver,V3S 7M2,-122.7002632,49.1080183,5300 188A ST,11,5300 188A ST Surrey
4467,5414,185 Street,Surrey,Greater Vancouver,V3S 8L9,-122.7097518,49.1007076,5400 185TH ST,11,5400 185TH ST Surrey
4468,5983,128A Street,Newton,Surrey,V3X 0B9,-122.8663771,49.1112843,5600 128A ST,11,5600 128A ST Surrey
4469,5609,Sundale Grove,Surrey,Greater Vancouver,V3S 7M7,-122.6926415,49.1047559,5600 SUNDALE GRV,11,5600 SUNDALE GRV Surrey
4470,13198,56 Avenue,Newton,Surrey,V3X 2Z4,-122.856779,49.1045778,56TH AVE / 132ND ST,11,56TH AVE / 132ND ST Surrey
4471,5740,168 Street,Cloverdale,Surrey,V3S 3X4,-122.7566649,49.1062801,5700 168TH ST,11,5700 168TH ST Surrey
4472,5702,169A Street,Cloverdale,Surrey,V3S 8P3,-122.752012,49.1064239,5700 169A ST,11,5700 169A ST Surrey
4473,5702,182 Street,Cloverdale,Surrey,V3S 4M6,-122.7179551,49.1059096,5700 182ND ST,11,5700 182ND ST Surrey
4474,5827,168 Street,West Cloverdale South,Surrey,V3S 3X5,-122.7566383,49.1082488,5800 168TH ST,11,5800 168TH ST Surrey
4475,17210,58 Avenue,Cloverdale,Surrey,V3S 1K5,-122.7457735,49.1075866,5800 172ND ST,11,5800 172ND ST Surrey
4476,5782,173 Street,Cloverdale,Surrey,V3S 4A2,-122.742182,49.1075714,5800 173RD ST,11,5800 173RD ST Surrey
4477,18793,58 Avenue,Surrey,Greater Vancouver,V3S 1M5,-122.7016517,49.1077142,5800 188TH ST,11,5800 188TH ST Surrey
