"","X1","X1_1","street_number","street_name","neighborhood","city","HUNDRED_BLOCK","count","address","postal_code","ID","district","lon","lat"
"5483",5483,5007,"7414","124B Street","Newton","Surrey","7400 124B ST",10,"7400 124B ST Surrey","V3W 1P2",474,"Newton (NA)",-122.8764409,49.1376222
"5484",5484,5008,"7398","130 Street","Newton","Surrey","7400 130TH ST",10,"7400 130TH ST Surrey","V3W 6K4",294,"Newton (NA)",-122.862001,49.1371962
"5485",5485,5009,"7462","143B Street","Newton","Surrey","7400 143B ST",10,"7400 143B ST Surrey","V3W 1E1",167,"Newton (NA)",-122.8254758,49.1384723
"5486",5486,5010,"900-7380","King George Boulevard","Newton","Surrey","74TH AVE / 137TH ST",10,"74TH AVE / 137TH ST Surrey","V3W 5A5",114,"Newton (NA)",-122.842832,49.137212
"5487",5487,5011,"7496","122A Street","Newton","Surrey","7500 122A ST",10,"7500 122A ST Surrey","V3W 9N3",210,"Newton (Strawberry Hill)",-122.8826517,49.1391498
"5488",5488,5012,"75 Avenue","Newton","Surrey","Greater Vancouver","75TH AVE / 121A ST",10,"75TH AVE / 121A ST Surrey","V3W 0C1",207,"Newton (Strawberry Hill)",-122.8859407,49.1405516
"5489",5489,5013,"11873","75 Avenue","Newton","Surrey","75TH AVE / 140TH ST",10,"75TH AVE / 140TH ST Surrey","V3W 5J8",304,"Newton (NA)",-122.834504,49.139065
"5490",5490,5014,"7558","76 Avenue","Newton","Surrey","7600 127TH ST",10,"7600 127TH ST Surrey","V3W 0G2",474,"Newton (NA)",-122.8707995,49.141031
"5491",5491,5015,"Northbound 128 St @ 76 Ave","Newton","Surrey","Greater Vancouver","7600 128TH ST",10,"7600 128TH ST Surrey","V3W 2V3",290,"Newton (NA)",-122.8679274,49.141187
"5492",5492,5016,"14187","76 Avenue","Newton","Surrey","7600 142ND ST",10,"7600 142ND ST Surrey","V3W 6K7",166,"Newton (NA)",-122.828956,49.140904
"5493",5493,5017,"14908","76 Avenue","Newton","Surrey","7600 149TH ST",10,"7600 149TH ST Surrey","V3S 2H2",574,"Newton (NA)",-122.810268,49.141041
"5494",5494,5018,"15141","76 Avenue","Newton","Surrey","7600 151A ST",10,"7600 151A ST Surrey","V3S 2H4",551,"Newton (NA)",-122.802609,49.141067
"5495",5495,5018,"15141","76 Avenue","Newton","Surrey","7600 151A ST",10,"7600 151A ST Surrey","V3S 2H4",551,"Newton (NA)",-122.802609,49.141067
"5496",5496,5019,"7626","Goodrich Place","Newton","Surrey","7600 GOODRICH PL",10,"7600 GOODRICH PL Surrey","V3W 6K6",115,"Newton (NA)",-122.830423,49.141802
"5497",5497,5020,"7708","142 Street","Newton","Surrey","7700 142ND ST",10,"7700 142ND ST Surrey","V3W 8G4",165,"Newton (NA)",-122.8286179,49.1428603
"5498",5498,5021,"7803","127 Street","Newton","Surrey","7800 127TH ST",10,"7800 127TH ST Surrey","V3W 4B2",291,"Newton (NA)",-122.8708127,49.144626
"5499",5499,5022,"7892","141B Street","Newton","Surrey","7900 141B ST",10,"7900 141B ST Surrey","V3W 6J4",165,"Newton (NA)",-122.829659,49.14635
"5500",5500,5023,"7929","145 Street","Newton","Surrey","7900 145TH ST",10,"7900 145TH ST Surrey","V3S 8C2",548,"Newton (NA)",-122.8192809,49.1463198
"5501",5501,5024,"7905","154 Street","Surrey","Greater Vancouver","7900 154TH ST",10,"7900 154TH ST Surrey","V3S 8N8",160,"NA",-122.7949965,49.146615
"5502",5502,5025,"7892","164 Street","Surrey","Greater Vancouver","7900 164TH ST",10,"7900 164TH ST Surrey","V4N 0M4",449,"NA",-122.7672869,49.1462419
"5503",5503,5026,"13585","79 Avenue","Newton","Surrey","79TH AVE / KING GEORGE BLVD",10,"79TH AVE / KING GEORGE BLVD Surrey","V3W 6S4",112,"Newton (NA)",-122.8458417,49.1462799
"5504",5504,5027,"816","164 Street","Surrey","Greater Vancouver","800 164TH ST",10,"800 164TH ST Surrey","V4A 4Y5",369,"NA",-122.7678662,49.0168075
"5505",5505,5028,"8068","146 Street","Newton","Surrey","8000 146TH ST",10,"8000 146TH ST Surrey","V3S 9Y5",565,"Newton (NA)",-122.8173775,49.1493238
"5506",5506,5029,"7984","165A Street","Surrey","Greater Vancouver","8000 165A ST",10,"8000 165A ST Surrey","V4N 0J2",449,"NA",-122.7630219,49.1474676
"5507",5507,5030,"8106","154B Street","Surrey","Greater Vancouver","8100 154B ST",10,"8100 154B ST Surrey","V3S 7X9",160,"NA",-122.7934632,49.1502084
"5508",5508,5031,"8111","160 Street","Surrey","Greater Vancouver","8100 160TH ST",10,"8100 160TH ST Surrey","V4N 0V4",156,"NA",-122.7788623,49.1508052
"5509",5509,5032,"8098","170 Street","Surrey","Greater Vancouver","8100 170TH ST",10,"8100 170TH ST Surrey","V4N 4Y9",496,"NA",-122.7511192,49.1494958
"5510",5510,5033,"12265","82 Avenue","Newton","Surrey","8200 122A ST",10,"8200 122A ST Surrey","V3W 3E5",219,"Newton (NA)",-122.88271,49.1521293
"5511",5511,5034,"8252","143 Street","Newton","Surrey","8200 143RD ST",10,"8200 143RD ST Surrey","V3W 0J4",120,"Newton (NA)",-122.8266596,49.1528272
"5512",5512,5035,"8197","153 Street","Surrey","Greater Vancouver","8200 153RD ST",10,"8200 153RD ST Surrey","V3S 9E3",144,"NA",-122.7984541,49.1519019
"5513",5513,5036,"8226","157 Street","Surrey","Greater Vancouver","8200 157TH ST",10,"8200 157TH ST Surrey","V4N 0S2",492,"NA",-122.7868856,49.1523328
"5514",5514,5037,"8210","170A Street","Surrey","Greater Vancouver","8200 170A ST",10,"8200 170A ST Surrey","V4N 6J4",496,"NA",-122.7492615,49.1516671
"5515",5515,5038,"8210","120A Street","Newton","Surrey","82ND AVE / 120A ST",10,"82ND AVE / 120A ST Surrey","V3W 3P5",219,"Newton (NA)",-122.8885357,49.152243
"5516",5516,5039,"15810","82 Avenue","Surrey","Greater Vancouver","82ND AVE / 158TH ST",10,"82ND AVE / 158TH ST Surrey","V4N 0R7",492,"NA",-122.784454,49.151839
"5517",5517,5040,"15450","83A Avenue","Surrey","Greater Vancouver","8300 154A ST",10,"8300 154A ST Surrey","V3S 4P1",144,"NA",-122.7951136,49.1542396
"5518",5518,5041,"8306","168 Street","Surrey","Greater Vancouver","8300 168TH ST",10,"8300 168TH ST Surrey","V4N 4T7",496,"NA",-122.7565312,49.1537998
"5519",5519,5042,"King George Blvd FS 84 Ave","Newton","Surrey","Greater Vancouver","8400 KING GEORGE BLVD",10,"8400 KING GEORGE BLVD Surrey","V3W",469,"Newton (NA)",-122.8458002,49.1554883
"5520",5520,5043,"8391","158 Street","Surrey","Greater Vancouver","84TH AVE / 158TH ST",10,"84TH AVE / 158TH ST Surrey","V4N 0R4",148,"NA",-122.78445,49.155425
"5521",5521,5044,"8491","152A Street","Surrey","Greater Vancouver","8500 152A ST",10,"8500 152A ST Surrey","V3S 6G9",143,"NA",-122.7999421,49.1574093
"5522",5522,5045,"8478","166A Street","Surrey","Greater Vancouver","8500 166A ST",10,"8500 166A ST Surrey","V4N 4Z4",535,"NA",-122.761251,49.1570423
"5523",5523,5046,"8498","166 Street","Surrey","Greater Vancouver","8500 166TH ST",10,"8500 166TH ST Surrey","V4N 3H1",534,"NA",-122.7624598,49.1572374
"5524",5524,5047,"8628","August Drive","Surrey","Greater Vancouver","8600 AUGUST DR",10,"8600 AUGUST DR Surrey","V3S 5A2",147,"NA",-122.7983078,49.1596822
"5525",5525,5048,"8650","130 Street","Newton","Surrey","86TH AVE / 130TH ST",10,"86TH AVE / 130TH ST Surrey","V3W 1G1",289,"Newton (NA)",-122.8623099,49.1591993
"5526",5526,5049,"152 St FS 86 Ave","Surrey","Greater Vancouver","British Columbia","86TH AVE / 152ND ST",10,"86TH AVE / 152ND ST Surrey","V3S",141,"NA",-122.8015437,49.1592172
"5527",5527,5050,"8725","151 Street","Newton","Surrey","8700 151ST ST",10,"8700 151ST ST Surrey","V3S 6E1",141,"Newton (NA)",-122.8035694,49.1614581
"5528",5528,5051,"88 Ave FS 150 St","Surrey","Greater Vancouver","British Columbia","8800 150TH ST",10,"8800 150TH ST Surrey","V3S",482,"NA",-122.80694,49.162898
"5529",5529,5052,"8792","156 Street","Surrey","Greater Vancouver","8800 156TH ST",10,"8800 156TH ST Surrey","V3S 3S3",567,"NA",-122.7897939,49.1625862
"5530",5530,5053,"88 Ave FS 164 St","Surrey","Greater Vancouver","British Columbia","8800 164TH ST",10,"8800 164TH ST Surrey","V4N 1A1",151,"NA",-122.767744,49.1628222
"5531",5531,5054,"8832","Lauder Drive","Surrey","Greater Vancouver","8800 LAUDER DR",10,"8800 LAUDER DR Surrey","V3V 6L2",100,"NA",-122.8413801,49.1633806
"5532",5532,5055,"88 Ave FS 162 St","Surrey","Greater Vancouver","British Columbia","88TH AVE / 162ND ST",10,"88TH AVE / 162ND ST Surrey","V4N",151,"NA",-122.7732067,49.16284
"5533",5533,5056,"4337","63A Avenue","Newton","Surrey","8900 130B ST",10,"8900 130B ST Surrey","V3X 1R1",190,"Newton (NA)",-122.8599328,49.1178518
"5534",5534,5057,"8968","Lindsay Place","Surrey","Greater Vancouver","8900 LINDSAY PL",10,"8900 LINDSAY PL Surrey","V3V 6E3",285,"NA",-122.8720893,49.165605
"5535",5535,5058,"19152","8 Avenue","Surrey","Greater Vancouver","8TH AVE / 192ND ST",10,"8TH AVE / 192ND ST Surrey","V3S 9R9",366,"NA",-122.6911526,49.0166836
"5536",5536,5059,"13464","104 Avenue","Whalley","Surrey","8TH AVE / 8TH AVE OFRP",10,"8TH AVE / 8TH AVE OFRP Surrey","V3T 1V8",255,"Whalley (NA)",-122.8490125,49.1913466
"5537",5537,5060,"12991","48 Avenue","Surrey","Greater Vancouver","8TH AVE OFRP / HWY 99",10,"8TH AVE OFRP / HWY 99 Surrey","V3S 0L2",318,"NA",-122.8639292,49.0904574
"5538",5538,5061,"904","165A Street","Surrey","Greater Vancouver","900 165A ST",10,"900 165A ST Surrey","V4A 9E8",369,"NA",-122.7637242,49.0184394
"5539",5539,5062,"9046","122B Street","Surrey","Greater Vancouver","9000 122B ST",10,"9000 122B ST Surrey","V3V 7L7",226,"NA",-122.8829993,49.1676229
"5540",5540,5063,"8089","139A Street","Newton","Surrey","9000 139A ST",10,"9000 139A ST Surrey","V3W 8P6",470,"Newton (NA)",-122.8366548,49.1497428
"5541",5541,5064,"14008","90 Avenue","Surrey","Greater Vancouver","9000 140TH ST",10,"9000 140TH ST Surrey","V3V 7Z6",128,"NA",-122.8343942,49.1660374
"5542",5542,5065,"8992","146A Street","Surrey","Greater Vancouver","9000 146A ST",10,"9000 146A ST Surrey","V3R 7C2",131,"NA",-122.8157296,49.1655882
"5543",5543,5066,"9002","161 Street","Surrey","Greater Vancouver","9000 161ST ST",10,"9000 161ST ST Surrey","V4N 4R2",150,"NA",-122.7759767,49.1666666
"5544",5544,5067,"9030","Holt Road","Surrey","Greater Vancouver","9000 HOLT RD",10,"9000 HOLT RD Surrey","V3V 4H3",226,"NA",-122.8895716,49.1668241
"5545",5545,5068,"13473","91 Avenue","Surrey","Greater Vancouver","9100 134B ST",10,"9100 134B ST Surrey","V3V 1E3",103,"NA",-122.8491072,49.1682316
"5546",5546,5069,"9116","Applehill Crescent","Surrey","Greater Vancouver","9100 APPLEHILL CRES",10,"9100 APPLEHILL CRES Surrey","V3V 1T2",286,"NA",-122.8609389,49.1682789
"5547",5547,5070,"9152","Malcolm Place","Surrey","Greater Vancouver","9100 MALCOLM PL",10,"9100 MALCOLM PL Surrey","V3V 6G1",284,"NA",-122.868863,49.1686644
"5548",5548,5071,"14413","91A Avenue","Surrey","Greater Vancouver","91A AVE / 144TH ST",10,"91A AVE / 144TH ST Surrey","V3R 7K4",571,"NA",-122.8234284,49.168678
"5549",5549,5072,"9216","124 Street","Surrey","Greater Vancouver","9200 124TH ST",10,"9200 124TH ST Surrey","V3V 4S3",271,"NA",-122.8792693,49.1702321
"5550",5550,5073,"14850","92 Avenue","Surrey","Greater Vancouver","9200 148A ST",10,"9200 148A ST Surrey","V3R 1C1",133,"NA",-122.810602,49.170125
"5551",5551,5074,"15217","92 Avenue","Surrey","Greater Vancouver","9200 152ND ST",10,"9200 152ND ST Surrey","V3R 0A8",481,"NA",-122.8012002,49.17011
"5552",5552,5075,"160 St FS 92 Ave","Surrey","Greater Vancouver","British Columbia","9200 160TH ST",10,"9200 160TH ST Surrey","V4N 3A5",5,"NA",-122.7787922,49.1700919
"5553",5553,5076,"9196","Applehill Crescent","Surrey","Greater Vancouver","9200 APPLEHILL CRES",10,"9200 APPLEHILL CRES Surrey","V3V 1T2",264,"NA",-122.861685,49.1698033
"5554",5554,5077,"8089","139A Street","Newton","Surrey","9400 139A ST",10,"9400 139A ST Surrey","V3W 8P6",470,"Newton (NA)",-122.8366548,49.1497428
"5555",5555,5078,"9430","152A Street","Surrey","Greater Vancouver","9400 152A ST",10,"9400 152A ST Surrey","V3R 9B9",16,"NA",-122.7993347,49.1739671
"5556",5556,5079,"9488","138 Street","Surrey","Greater Vancouver","94A AVE / 138TH ST",10,"94A AVE / 138TH ST Surrey","V3V 5X7",522,"NA",-122.8400687,49.1747397
"5557",5557,5080,"9504","168 Street","Surrey","Greater Vancouver","9500 168TH ST",10,"9500 168TH ST Surrey","V4N 6G8",2,"NA",-122.7562755,49.1752151
"5558",5558,5081,"9388","123A Street","Surrey","Greater Vancouver","9600 123A ST",10,"9600 123A ST Surrey","V3V 6S8",271,"NA",-122.8801732,49.173416
"5559",5559,5082,"7592","129A Street","Newton","Surrey","9600 129A ST",10,"9600 129A ST Surrey","V3W 1B1",290,"Newton (NA)",-122.8633911,49.1409037
"5560",5560,5083,"156 St FS 96 Ave","Surrey","Greater Vancouver","British Columbia","9600 156TH ST",10,"9600 156TH ST Surrey","V3R 5Z2",16,"NA",-122.790046,49.1768423
"5561",5561,5084,"96 Ave FS 126 St","Surrey","Greater Vancouver","British Columbia","96TH AVE / 126TH ST",10,"96TH AVE / 126TH ST Surrey","V3V",273,"NA",-122.8736358,49.1771193
"5562",5562,5085,"9585","127 Street","Surrey","Greater Vancouver","96TH AVE / 127TH ST",10,"96TH AVE / 127TH ST Surrey","V3V 5H8",268,"NA",-122.8708247,49.1771182
"5563",5563,5086,"15017","96 Avenue","Surrey","Greater Vancouver","96TH AVE / 150TH ST",10,"96TH AVE / 150TH ST Surrey","V3R 1G1",134,"NA",-122.806695,49.1768403
"5564",5564,5087,"2411","96 Avenue","Surrey","Greater Vancouver","96TH AVE / 190TH ST",10,"96TH AVE / 190TH ST Surrey","V4N 3P3",527,"NA",-122.6960806,49.1770123
"5565",5565,5088,"12606","97 Avenue","Surrey","Greater Vancouver","9700 126TH ST",10,"9700 126TH ST Surrey","V3V 2E9",274,"NA",-122.8734412,49.1789482
"5566",5566,5089,"9701","134 Street","Whalley","Surrey","9700 134TH ST",10,"9700 134TH ST Surrey","V3T 4A9",258,"Whalley (NA)",-122.8513006,49.1790493
"5567",5567,5090,"9662","151A Street","Surrey","Greater Vancouver","9700 151A ST",10,"9700 151A ST Surrey","V3R 9Z4",19,"NA",-122.8027008,49.1780766
"5568",5568,5091,"9702","154 Street","Surrey","Greater Vancouver","9700 154TH ST",10,"9700 154TH ST Surrey","V3R 7J1",17,"NA",-122.7951604,49.1787994
"5569",5569,5092,"9698","160 Street","Surrey","Greater Vancouver","9700 160TH ST",10,"9700 160TH ST Surrey","V4N 2J4",38,"NA",-122.7784676,49.1785342
"5570",5570,5093,"12086","98 Avenue","Surrey","Greater Vancouver","9800 121ST ST",10,"9800 121ST ST Surrey","V3V 2J7",231,"NA",-122.8873856,49.180711
"5571",5571,5094,"9797","123 Street","Surrey","Greater Vancouver","9800 123RD ST",10,"9800 123RD ST Surrey","V3V 4N9",230,"NA",-122.8818833,49.1806992
"5572",5572,5095,"76","98A Avenue","Surrey","Greater Vancouver","9800 149B ST",10,"9800 149B ST Surrey","V3R 8G6",137,"NA",-122.8075955,49.1813629
"5573",5573,5096,"9781","149 Street","Surrey","Greater Vancouver","9800 149TH ST",10,"9800 149TH ST Surrey","V3R 8C6",137,"NA",-122.8094028,49.1797289
"5574",5574,5097,"156 St FS 98 Ave","Surrey","Greater Vancouver","British Columbia","9800 156TH ST",10,"9800 156TH ST Surrey","V3R",36,"NA",-122.789886,49.180695
"5575",5575,5098,"9921","116 Street","Surrey","Greater Vancouver","9900 116TH ST",10,"9900 116TH ST Surrey","V3V 4A4",237,"NA",-122.9013099,49.1826658
"5576",5576,5099,"123A St FS 99 Ave","Surrey","Greater Vancouver","British Columbia","9900 123A ST",10,"9900 123A ST Surrey","V3V 2N6",230,"NA",-122.8805416,49.1825635
"5577",5577,5100,"9880","124 Street","Surrey","Greater Vancouver","9900 124TH ST",10,"9900 124TH ST Surrey","V3V 4S8",274,"NA",-122.878793,49.1825331
"5578",5578,5101,"9910","Lyncean Drive","Surrey","Greater Vancouver","9900 LYNCEAN DR",10,"9900 LYNCEAN DR Surrey","V4N 4M7",525,"NA",-122.7288929,49.1823837
"5579",5579,5102,"9925","128 Street","Surrey","Greater Vancouver","99TH AVE / 128TH ST",10,"99TH AVE / 128TH ST Surrey","V3T 2Y7",245,"NA",-122.8677715,49.1830991
"5580",5580,5103,"12941","115 Avenue","Surrey","Greater Vancouver","BRIDGEVIEW DR / 115TH AVE",10,"BRIDGEVIEW DR / 115TH AVE Surrey","V3R 2N1",458,"NA",-122.8620131,49.2112273
"5581",5581,5104,"11411","Bridgeview Drive","Surrey","Greater Vancouver","BRIDGEVIEW DR / HWY 17",10,"BRIDGEVIEW DR / HWY 17 Surrey","V3R 2N1",458,"NA",-122.8641143,49.2092907
"5582",5582,5105,"13061","Colebrook Road","Newton","Surrey","COLEBROOK RD / 131A ST",10,"COLEBROOK RD / 131A ST Surrey","V3S",318,"Newton (NA)",-122.8577533,49.0948244
"5583",5583,5106,"190","176 Street","Surrey","Greater Vancouver","GOLDEN EARS WAY / 176TH ST",10,"GOLDEN EARS WAY / 176TH ST Surrey","V4N 6G2",1,"NA",-122.7348644,49.1765485
"5584",5584,5107,"Eastbound 103A Ave @ Grace Rd","South Westminster","Surrey","Greater Vancouver","GRACE RD / 103A AVE",10,"GRACE RD / 103A AVE Surrey","V3V 7M9",239,"South Westminster (NA)",-122.8932041,49.1907235
"5585",5585,5107,"Eastbound 103A Ave @ Grace Rd","South Westminster","Surrey","Greater Vancouver","GRACE RD / 103A AVE",10,"GRACE RD / 103A AVE Surrey","V3V 7M9",239,"South Westminster (NA)",-122.8932041,49.1907235
"5586",5586,5108,"10728","152 Street","Guildford","Surrey","GUILDFORD DR / 152ND ST",10,"GUILDFORD DR / 152ND ST Surrey","V3R",508,"Guildford (Guildford)",-122.8006923,49.1970517
"5587",5587,5109,"3155","King George Boulevard","Surrey","Greater Vancouver","HWY 99 / 32ND AVE OFRP",10,"HWY 99 / 32ND AVE OFRP Surrey","V4P 1B8",408,"NA",-122.8100781,49.0588105
"5588",5588,5110,"4924","King George Boulevard","Surrey","Greater Vancouver","KING GEORGE BLVD / 48TH AVE",10,"KING GEORGE BLVD / 48TH AVE Surrey","V3S 0L2",318,"NA",-122.8175879,49.0898793
"5589",5589,5111,"Surrey","Greater Vancouver","British Columbia","Canada","KING GEORGE BLVD / 91ST AVE",10,"KING GEORGE BLVD / 91ST AVE Surrey","V3V 5V7",103,"NA",-122.8457561,49.1682458
"5590",5590,5112,"Eastbound King George Blvd @ Scott Rd Onramp","South Westminster","Surrey","Greater Vancouver","KING GEORGE BLVD / SCOTT RD ONRP",10,"KING GEORGE BLVD / SCOTT RD ONRP Surrey","V3V 3K5",239,"South Westminster (NA)",-122.870306,49.206094
"5591",5591,5113,"152 St FS 100 Ave","Surrey","Greater Vancouver","British Columbia","NA 100TH AVE / 152ND ST",10,"NA 100TH AVE / 152ND ST Surrey","V3R",23,"NA",-122.8009668,49.1842033
"5592",5592,5114,"6793","128 Street","Newton","Surrey","NA 128TH ST / 68TH AVE",10,"NA 128TH ST / 68TH AVE Surrey","V3W 4C8",488,"Newton (NA)",-122.867898,49.1265835
"5593",5593,5115,"132 St FS 84 Ave","Newton","Surrey","Greater Vancouver","NA 132ND ST / 84TH AVE",10,"NA 132ND ST / 84TH AVE Surrey","V3W 4N8",289,"Newton (NA)",-122.8568485,49.1554579
"5594",5594,5116,"88 Ave FS 132 St","Surrey","Greater Vancouver","British Columbia","NA 132ND ST / 88TH AVE",10,"NA 132ND ST / 88TH AVE Surrey","V3W",105,"Newton (NA)",-122.8568598,49.1626889
"5595",5595,5117,"152 St FS 76 Ave","Surrey","Greater Vancouver","British Columbia","NA 152ND ST / 76TH AVE",10,"NA 152ND ST / 76TH AVE Surrey","V3S",454,"NA",-122.8011438,49.1410654
"5596",5596,5118,"15905","Fraser Highway","Surrey","Greater Vancouver","NA 159TH ST / FRASER HWY",10,"NA 159TH ST / FRASER HWY Surrey","V4N 0Y3",148,"NA",-122.7822179,49.1586564
"5597",5597,5119,"Westbound Hwy 10 @ 168 St","Cloverdale","Surrey","Greater Vancouver","NA 168TH ST / 56TH AVE",10,"NA 168TH ST / 56TH AVE Surrey","V3S",318,"Cloverdale (NA)",-122.7567028,49.1042239
"5598",5598,5120,"192","32 Avenue","Campbell Heights","Surrey","NA 192ND ST / 32ND AVE",10,"NA 192ND ST / 32ND AVE Surrey","J4Y 0K7",363,"Campbell Heights (NA)",-122.6915985,49.0601063
"5599",5599,5120,"192","32 Avenue","Campbell Heights","Surrey","NA 192ND ST / 32ND AVE",10,"NA 192ND ST / 32ND AVE Surrey","J4Y 0K7",363,"Campbell Heights (NA)",-122.6915985,49.0601063
"5600",5600,5121,"202","2383","King George Boulevard","Surrey","NA 24TH AVE / KING GEORGE BLVD",10,"NA 24TH AVE / KING GEORGE BLVD Surrey","V4A 5A4",413,"NA",-122.7934725,49.0455228
"5601",5601,5122,"14096","56 Avenue","Newton","Surrey","NA 56TH AVE / KING GEORGE BLVD",10,"NA 56TH AVE / KING GEORGE BLVD Surrey","V3X 2Z8",547,"Newton (NA)",-122.8315871,49.1045115
"5602",5602,5123,"12004","72 Avenue","Newton","Surrey","NA 72ND AVE / 120TH ST",10,"NA 72ND AVE / 120TH ST Surrey","V3W 2L9",207,"Newton (Strawberry Hill)",-122.8902726,49.1341438
"5603",5603,5124,"72 Ave FS 128 St","Newton","Surrey","Greater Vancouver","NA 72ND AVE / 128TH ST",10,"NA 72ND AVE / 128TH ST Surrey","V3W",199,"Newton (NA)",-122.8679566,49.1338247
"5604",5604,5125,"128 St FS 76 Ave","Newton","Surrey","Greater Vancouver","NA 76TH AVE / 128TH ST",10,"NA 76TH AVE / 128TH ST Surrey","V3W",290,"Newton (NA)",-122.8678486,49.1410308
"5605",5605,5126,"96 Ave FS 132 St","Surrey","Greater Vancouver","British Columbia","NA 96TH AVE / 132ND ST",10,"NA 96TH AVE / 132ND ST Surrey","V3T 3S4",259,"NA",-122.8568228,49.1771471
"5606",5606,5127,"152 Street","Surrey","Greater Vancouver","British Columbia","NA FRASER HWY / 152ND ST",10,"NA FRASER HWY / 152ND ST Surrey","V3R",482,"NA",-122.8014026,49.1659895
"5607",5607,5128,"Fraser Hwy FS 168 St","Surrey","Greater Vancouver","British Columbia","NA FRASER HWY / 168TH ST",10,"NA FRASER HWY / 168TH ST Surrey","V4N",575,"NA",-122.7563848,49.1479833
"5608",5608,5129,"10535","120 Street","South Westminster","Surrey","NA SCOTT RD / 104TH AVE",10,"NA SCOTT RD / 104TH AVE Surrey","V3V 4G4",239,"South Westminster (NA)",-122.8887578,49.1938267
